ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation,age_categories
465074,Male,No,25,Yes,Artist,1.0,Low,4.0,Cat_6,A,18-25
465282,Female,No,36,Yes,Artist,0.0,Low,3.0,Cat_6,A,36-40
460488,Male,No,42,No,Doctor,0.0,Low,1.0,Cat_3,D,41-45
464554,Female,No,35,Yes,Artist,0.0,Low,7.0,Cat_2,C,31-35
462814,Female,Yes,22,No,Engineer,8.0,Average,2.0,Cat_5,C,18-25
462073,Female,No,36,Yes,Artist,6.0,Low,1.0,Cat_6,C,36-40
459901,Male,Yes,47,Yes,Artist,0.0,Average,3.0,Cat_6,C,46-50
460858,Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_3,D,18-25
461895,Male,Yes,36,Yes,Entertainment,1.0,Low,2.0,Cat_6,B,36-40
467308,Female,No,28,Yes,Doctor,0.0,Low,3.0,Cat_3,C,26-30
467584,Male,Yes,52,No,Doctor,1.0,Average,4.0,Cat_6,B,51-55
466444,Male,Yes,50,Yes,Doctor,1.0,Average,4.0,Cat_3,C,46-50
462622,Male,Yes,47,No,Executive,0.0,Low,4.0,Cat_4,D,46-50
460100,Female,No,29,Yes,Doctor,1.0,Low,1.0,Cat_3,A,26-30
466591,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_6,D,18-25
462849,Male,Yes,50,Yes,Artist,0.0,Average,4.0,Cat_6,C,46-50
466410,Female,Yes,56,Yes,Artist,0.0,Low,1.0,Cat_6,B,56-60
464141,Male,Yes,32,Yes,Entertainment,9.0,High,2.0,Cat_4,A,31-35
464634,Female,No,32,Yes,Engineer,1.0,Low,9.0,Cat_4,D,31-35
461564,Male,Yes,63,Yes,Executive,1.0,High,2.0,Cat_6,C,61-65
463219,Male,Yes,50,No,Entertainment,0.0,Low,2.0,Cat_6,D,46-50
461425,Male,Yes,52,Yes,Artist,1.0,Low,4.0,Cat_6,A,51-55
464009,Female,Yes,49,Yes,Artist,7.0,Average,4.0,Cat_6,B,46-50
460573,Male,No,62,No,Healthcare,8.0,Low,1.0,Cat_3,C,61-65
460951,Female,Yes,55,No,Engineer,1.0,Average,7.0,Cat_6,A,51-55
467126,Female,Yes,45,Yes,Artist,0.0,Low,1.0,Cat_3,B,41-45
462924,Female,Yes,31,No,Homemaker,8.0,Average,2.0,Cat_6,D,31-35
462488,Male,No,33,Yes,Healthcare,0.0,Low,5.0,Cat_6,D,31-35
461640,Male,Yes,52,Yes,Artist,1.0,Average,2.0,Cat_6,C,51-55
465504,Male,No,42,Yes,Entertainment,0.0,Low,2.0,Cat_6,B,41-45
460902,Male,No,38,Yes,Executive,1.0,Low,3.0,Cat_6,A,36-40
459657,Male,Yes,84,Yes,Lawyer,1.0,High,2.0,Cat_6,B,75+
465054,Male,Yes,67,Yes,Executive,1.0,High,3.0,Cat_6,C,66-70
464000,Female,No,32,No,Healthcare,0.0,Low,5.0,Cat_7,C,31-35
460324,Female,No,33,Yes,Entertainment,12.0,Low,2.0,Cat_6,A,31-35
462468,Female,No,30,Yes,Healthcare,2.0,Low,5.0,Cat_6,D,26-30
465245,Male,No,18,No,Healthcare,1.0,Low,4.0,Cat_4,D,18-25
467919,Female,Yes,47,Yes,Artist,7.0,Average,2.0,Cat_6,C,46-50
463716,Male,No,29,No,Doctor,1.0,Low,4.0,Cat_6,D,26-30
463769,Male,Yes,63,No,Executive,0.0,High,4.0,Cat_6,B,61-65
460523,Female,No,48,Yes,Entertainment,1.0,Low,3.0,Cat_4,C,46-50
462327,Male,Yes,27,Yes,Entertainment,0.0,Low,4.0,Cat_7,D,26-30
463882,Female,Yes,43,Yes,Artist,1.0,Low,1.0,Cat_1,A,41-45
464446,Female,Yes,50,Yes,Engineer,0.0,Low,3.0,Cat_6,B,46-50
462282,Male,No,29,No,Healthcare,1.0,Low,3.0,Cat_6,D,26-30
467167,Male,Yes,73,Yes,Artist,1.0,Average,3.0,Cat_3,C,71-75
459625,Female,Yes,57,No,Engineer,8.0,Low,1.0,Cat_6,B,56-60
466740,Female,Yes,47,No,Engineer,8.0,Low,1.0,Cat_3,A,46-50
461434,Female,Yes,32,Yes,Executive,4.0,High,3.0,Cat_7,C,31-35
465404,Female,Yes,25,Yes,Entertainment,0.0,Average,2.0,Cat_1,A,18-25
462337,Female,Yes,79,Yes,Lawyer,1.0,High,2.0,Cat_4,B,75+
461921,Female,No,41,Yes,Artist,0.0,Low,1.0,Cat_6,A,41-45
463763,Male,Yes,36,Yes,Artist,4.0,Average,2.0,Cat_6,C,36-40
467749,Male,No,19,No,Healthcare,1.0,Low,9.0,Cat_7,D,18-25
464876,Female,Yes,49,No,Engineer,1.0,Average,5.0,Cat_4,A,46-50
463850,Male,Yes,26,No,Entertainment,0.0,High,2.0,Cat_6,D,26-30
460381,Male,No,28,Yes,Artist,13.0,Low,2.0,Cat_6,A,26-30
460946,Male,No,84,No,Artist,0.0,Low,1.0,Cat_6,D,75+
464329,Male,Yes,81,No,Lawyer,1.0,Low,2.0,Cat_6,D,75+
467209,Female,No,35,Yes,Healthcare,1.0,Low,1.0,Cat_6,D,31-35
461897,Male,Yes,55,Yes,Doctor,0.0,Average,2.0,Cat_6,C,51-55
462920,Male,Yes,50,No,Executive,0.0,High,5.0,Cat_6,B,46-50
460994,Male,Yes,78,Yes,Lawyer,0.0,Low,5.0,Cat_6,A,75+
462868,Male,Yes,36,No,Entertainment,0.0,Average,4.0,Cat_4,A,36-40
459964,Male,No,47,Yes,Marketing,1.0,Low,1.0,Cat_6,A,46-50
462663,Male,Yes,48,No,Entertainment,6.0,Average,5.0,Cat_4,B,46-50
464116,Female,Yes,69,Yes,Marketing,1.0,Low,2.0,Cat_6,C,66-70
467119,Male,Yes,38,No,Marketing,0.0,High,4.0,Cat_7,B,36-40
465042,Male,Yes,36,Yes,Artist,1.0,Average,4.0,Cat_6,C,36-40
464762,Female,Yes,52,No,Engineer,9.0,Average,4.0,Cat_4,B,51-55
460009,Male,No,46,Yes,Artist,0.0,Low,1.0,Cat_6,B,46-50
460583,Male,No,18,No,Marketing,1.0,Low,6.0,Cat_3,D,18-25
467827,Female,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D,18-25
463795,Male,No,18,No,Doctor,1.0,Low,6.0,Cat_6,B,18-25
464313,Male,Yes,30,No,Homemaker,1.0,Average,3.0,Cat_6,D,26-30
463672,Male,No,32,Yes,Engineer,1.0,Low,3.0,Cat_6,D,31-35
459230,Male,Yes,43,No,Artist,7.0,High,4.0,Cat_6,B,41-45
462245,Female,Yes,49,Yes,Artist,1.0,Average,3.0,Cat_6,C,46-50
462926,Female,No,40,Yes,Homemaker,9.0,Low,2.0,Cat_6,A,36-40
460743,Male,Yes,55,Yes,Artist,0.0,Average,3.0,Cat_6,C,51-55
464656,Female,No,33,No,Healthcare,1.0,Low,7.0,Cat_4,B,31-35
467656,Male,No,31,Yes,Healthcare,1.0,Low,5.0,Cat_6,D,31-35
460978,Female,No,35,Yes,Healthcare,3.0,Low,6.0,Cat_2,D,31-35
467684,Male,No,40,Yes,Healthcare,8.0,Low,3.0,Cat_2,D,36-40
467089,Male,Yes,69,No,Artist,0.0,Average,3.0,Cat_6,B,66-70
466091,Female,Yes,46,Yes,Artist,1.0,Low,4.0,Cat_4,B,46-50
464582,Female,Yes,63,Yes,Marketing,0.0,Low,2.0,Cat_6,D,61-65
467004,Female,No,50,No,Artist,0.0,Low,3.0,Cat_2,A,46-50
458997,Male,Yes,61,Yes,Artist,1.0,Average,2.0,Cat_6,B,61-65
466025,Female,No,50,No,Engineer,1.0,Low,1.0,Cat_3,A,46-50
464689,Female,No,25,Yes,Marketing,2.0,Low,3.0,Cat_4,A,18-25
464507,Male,Yes,53,Yes,Artist,0.0,High,3.0,Cat_6,C,51-55
459204,Female,Yes,35,Yes,Engineer,0.0,Average,2.0,Cat_6,B,31-35
467521,Male,No,19,No,Healthcare,7.0,Low,3.0,Cat_6,D,18-25
462743,Male,No,26,No,Healthcare,3.0,Low,4.0,Cat_3,D,26-30
459245,Female,Yes,38,No,Engineer,0.0,Average,4.0,Cat_6,B,36-40
463884,Female,No,26,No,Artist,1.0,Low,1.0,Cat_6,D,26-30
463860,Male,Yes,39,Yes,Healthcare,0.0,High,3.0,Cat_6,C,36-40
459184,Male,Yes,39,Yes,Entertainment,1.0,Low,4.0,Cat_4,A,36-40
459332,Female,Yes,72,Yes,Homemaker,1.0,Low,3.0,Cat_6,B,71-75
460201,Female,No,45,Yes,Artist,2.0,Low,1.0,Cat_6,A,41-45
464989,Male,Yes,47,No,Entertainment,0.0,Average,4.0,Cat_6,C,46-50
467782,Female,No,30,Yes,Entertainment,0.0,Low,5.0,Cat_2,A,26-30
464923,Male,Yes,48,No,Executive,5.0,High,2.0,Cat_4,A,46-50
459364,Female,Yes,76,Yes,Marketing,0.0,Low,2.0,Cat_6,B,75+
462119,Male,Yes,71,Yes,Entertainment,0.0,Low,2.0,Cat_6,A,71-75
465132,Female,No,41,Yes,Artist,0.0,Low,1.0,Cat_6,A,41-45
466039,Female,No,29,No,Entertainment,0.0,Low,3.0,Cat_4,A,26-30
463873,Male,Yes,57,Yes,Artist,1.0,Average,5.0,Cat_6,C,56-60
467633,Male,Yes,49,No,Entertainment,0.0,Low,1.0,Cat_6,A,46-50
462780,Male,Yes,21,No,Healthcare,1.0,High,8.0,Cat_4,B,18-25
462445,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_6,D,18-25
461052,Male,No,22,No,Healthcare,1.0,Low,3.0,Cat_7,D,18-25
460664,Female,No,33,No,Homemaker,8.0,Low,1.0,Cat_6,D,31-35
465992,Male,Yes,53,Yes,Entertainment,1.0,Low,3.0,Cat_6,A,51-55
463990,Male,Yes,55,Yes,Artist,1.0,Average,2.0,Cat_4,B,51-55
463128,Male,Yes,73,Yes,Lawyer,0.0,High,4.0,Cat_6,A,71-75
463536,Male,Yes,89,Yes,Executive,1.0,High,2.0,Cat_6,C,75+
460775,Male,Yes,59,Yes,Artist,0.0,Low,2.0,Cat_6,A,56-60
464118,Male,No,38,Yes,Entertainment,0.0,Low,2.0,Cat_6,D,36-40
459264,Female,No,42,Yes,Artist,0.0,Low,2.0,Cat_6,C,41-45
464069,Female,Yes,83,Yes,Lawyer,1.0,High,2.0,Cat_6,A,75+
461185,Female,No,22,No,Healthcare,1.0,Low,4.0,Cat_3,D,18-25
465564,Male,Yes,46,No,Artist,0.0,Average,4.0,Cat_3,B,46-50
466387,Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,Cat_6,B,36-40
462887,Female,Yes,42,No,Engineer,1.0,Low,3.0,Cat_6,A,41-45
465977,Male,Yes,71,Yes,Artist,0.0,Average,2.0,Cat_6,C,71-75
462775,Female,No,18,No,Healthcare,7.0,Low,3.0,Cat_6,D,18-25
460286,Female,No,41,Yes,Artist,4.0,Low,1.0,Cat_6,D,41-45
466294,Male,Yes,27,Yes,Healthcare,0.0,Low,5.0,Cat_4,D,26-30
466037,Female,No,53,No,Entertainment,1.0,Low,1.0,Cat_4,A,51-55
466335,Female,No,28,No,Healthcare,0.0,Low,3.0,Cat_4,B,26-30
461933,Male,No,18,No,Doctor,0.0,Low,2.0,Cat_5,D,18-25
466681,Male,No,19,No,Healthcare,2.0,Low,4.0,Cat_6,D,18-25
466605,Female,No,32,No,Healthcare,0.0,Low,4.0,Cat_3,B,31-35
461332,Male,No,30,No,Healthcare,1.0,Low,4.0,Cat_2,C,26-30
461610,Male,No,36,Yes,Doctor,0.0,Low,1.0,Cat_6,B,36-40
467707,Male,Yes,82,Yes,Lawyer,5.0,High,2.0,Cat_6,A,75+
460558,Female,Yes,37,Yes,Engineer,1.0,Low,1.0,Cat_3,C,36-40
465158,Male,No,45,Yes,Artist,1.0,Low,1.0,Cat_6,A,41-45
459903,Male,Yes,27,Yes,Entertainment,9.0,Low,4.0,Cat_6,C,26-30
464021,Female,No,18,No,Healthcare,1.0,Low,5.0,Cat_6,D,18-25
463325,Male,Yes,22,No,Doctor,1.0,Low,4.0,Cat_6,A,18-25
459660,Female,No,22,No,Healthcare,2.0,Low,6.0,Cat_6,D,18-25
466423,Female,No,42,No,Homemaker,8.0,Low,1.0,Cat_3,D,41-45
465585,Male,Yes,69,No,Doctor,1.0,Low,1.0,Cat_6,A,66-70
462671,Female,Yes,43,Yes,Homemaker,8.0,High,2.0,Cat_6,A,41-45
459603,Female,Yes,89,No,Lawyer,3.0,High,2.0,Cat_6,A,75+
463614,Female,No,26,No,Healthcare,1.0,Low,4.0,Cat_3,C,26-30
465152,Male,No,43,Yes,Artist,1.0,Low,3.0,Cat_6,B,41-45
460525,Male,Yes,30,Yes,Entertainment,1.0,Average,2.0,Cat_3,C,26-30
466108,Female,Yes,60,Yes,Executive,0.0,Low,2.0,Cat_6,B,56-60
465400,Female,Yes,38,Yes,Doctor,7.0,High,4.0,Cat_3,C,36-40
465681,Male,Yes,45,Yes,Entertainment,0.0,Average,2.0,Cat_4,A,41-45
466251,Male,No,20,No,Healthcare,3.0,Low,4.0,Cat_4,D,18-25
460417,Female,Yes,51,Yes,Marketing,9.0,Low,1.0,Cat_6,A,51-55
460569,Male,Yes,36,Yes,Entertainment,1.0,Average,4.0,Cat_3,C,36-40
461162,Female,No,41,No,Marketing,9.0,Low,3.0,Cat_3,B,41-45
459241,Male,Yes,46,No,Entertainment,1.0,Low,5.0,Cat_6,D,46-50
463628,Female,No,30,Yes,Artist,9.0,Low,1.0,Cat_6,A,26-30
467817,Female,No,23,No,Homemaker,0.0,Low,5.0,Cat_5,B,18-25
460406,Male,Yes,39,Yes,Healthcare,4.0,Low,2.0,Cat_6,B,36-40
464122,Male,Yes,63,Yes,Artist,0.0,Average,4.0,Cat_6,B,61-65
459658,Male,Yes,60,Yes,Artist,1.0,Average,3.0,Cat_6,C,56-60
462757,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6,D,18-25
459529,Female,Yes,89,No,Lawyer,1.0,High,2.0,Cat_6,A,75+
465920,Male,No,43,Yes,Executive,1.0,Low,4.0,Cat_6,A,41-45
463262,Female,Yes,70,No,Lawyer,3.0,High,2.0,Cat_6,A,66-70
465631,Male,No,35,Yes,Artist,9.0,Low,1.0,Cat_6,A,31-35
467164,Male,Yes,42,Yes,Artist,0.0,High,2.0,Cat_6,B,41-45
467859,Male,Yes,39,Yes,Doctor,6.0,Average,2.0,Cat_3,C,36-40
461703,Female,Yes,29,Yes,Healthcare,0.0,Low,2.0,Cat_6,A,26-30
460667,Female,No,38,No,Homemaker,8.0,Low,3.0,Cat_6,A,36-40
466097,Female,Yes,74,No,Lawyer,1.0,Low,1.0,Cat_6,A,71-75
464390,Male,Yes,41,Yes,Artist,1.0,Low,2.0,Cat_6,C,41-45
465423,Male,Yes,51,Yes,Entertainment,0.0,Average,4.0,Cat_7,C,51-55
461337,Male,Yes,50,Yes,Executive,1.0,High,3.0,Cat_6,C,46-50
463888,Male,No,23,No,Marketing,0.0,Low,3.0,Cat_6,D,18-25
460390,Male,No,36,Yes,Artist,9.0,Low,3.0,Cat_6,A,36-40
465286,Male,No,36,Yes,Artist,8.0,Low,1.0,Cat_6,B,36-40
460294,Female,Yes,50,Yes,Doctor,1.0,Low,2.0,Cat_6,D,46-50
460509,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_3,D,18-25
461248,Female,No,37,No,Healthcare,1.0,Low,1.0,Cat_6,D,36-40
464336,Male,Yes,65,Yes,Executive,0.0,High,4.0,Cat_6,C,61-65
467595,Female,No,26,Yes,Healthcare,0.0,Low,1.0,Cat_6,D,26-30
466406,Male,Yes,55,Yes,Entertainment,1.0,Low,3.0,Cat_6,A,51-55
465092,Male,Yes,65,Yes,Executive,0.0,High,2.0,Cat_6,C,61-65
459492,Female,Yes,72,Yes,Lawyer,1.0,High,2.0,Cat_6,A,71-75
461426,Male,Yes,51,Yes,Artist,7.0,Average,2.0,Cat_6,C,51-55
467022,Male,No,25,Yes,Artist,1.0,Low,5.0,Cat_6,D,18-25
467330,Male,Yes,38,No,Executive,0.0,High,3.0,Cat_6,C,36-40
459691,Male,Yes,55,No,Artist,1.0,Average,2.0,Cat_6,A,51-55
466161,Male,Yes,46,No,Artist,0.0,Average,3.0,Cat_6,C,46-50
461320,Female,No,39,Yes,Artist,0.0,Low,3.0,Cat_6,B,36-40
466283,Female,Yes,62,Yes,Artist,0.0,High,2.0,Cat_6,B,61-65
463705,Female,Yes,37,Yes,Artist,4.0,Average,2.0,Cat_2,C,36-40
465821,Female,No,28,No,Engineer,3.0,Low,7.0,Cat_4,A,26-30
467457,Female,No,32,Yes,Marketing,1.0,Low,6.0,Cat_6,B,31-35
466543,Male,No,31,Yes,Doctor,14.0,Low,2.0,Cat_7,A,31-35
463772,Female,No,31,No,Healthcare,1.0,Low,3.0,Cat_6,D,31-35
465881,Male,No,43,Yes,Artist,8.0,Low,3.0,Cat_6,A,41-45
459757,Male,Yes,67,Yes,Artist,1.0,Average,2.0,Cat_6,B,66-70
464452,Female,No,72,Yes,Lawyer,0.0,Low,1.0,Cat_6,C,71-75
463839,Female,Yes,57,No,Engineer,0.0,Low,3.0,Cat_6,B,56-60
464368,Male,Yes,36,Yes,Entertainment,4.0,Average,2.0,Cat_6,B,36-40
466923,Female,No,21,No,Homemaker,9.0,Low,1.0,Cat_6,D,18-25
459878,Male,Yes,47,No,Entertainment,1.0,Average,5.0,Cat_6,C,46-50
467279,Female,No,25,Yes,Entertainment,8.0,Low,3.0,Cat_6,D,18-25
465604,Female,Yes,41,No,Engineer,9.0,Average,2.0,Cat_3,B,41-45
460787,Male,No,29,Yes,Healthcare,0.0,Low,4.0,Cat_6,A,26-30
466240,Male,No,21,No,Healthcare,0.0,Low,3.0,Cat_4,D,18-25
466621,Male,Yes,66,Yes,Lawyer,0.0,Low,1.0,Cat_6,C,66-70
464619,Male,Yes,27,Yes,Entertainment,10.0,Low,2.0,Cat_6,B,26-30
462722,Female,No,27,No,Homemaker,1.0,Low,4.0,Cat_6,C,26-30
467404,Male,Yes,52,Yes,Artist,4.0,Low,1.0,Cat_6,C,51-55
461314,Male,Yes,46,Yes,Artist,1.0,Average,3.0,Cat_6,C,46-50
463340,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_3,D,18-25
467870,Male,No,27,Yes,Entertainment,0.0,Low,5.0,Cat_6,B,26-30
462200,Female,Yes,52,Yes,Doctor,1.0,Low,3.0,Cat_4,B,51-55
465591,Male,Yes,65,No,Artist,0.0,Average,2.0,Cat_4,A,61-65
461002,Male,No,42,No,Entertainment,1.0,Low,3.0,Cat_3,D,41-45
460812,Male,Yes,59,No,Entertainment,1.0,Low,2.0,Cat_6,A,56-60
467105,Female,Yes,45,Yes,Lawyer,0.0,Low,1.0,Cat_6,B,41-45
460630,Male,Yes,18,No,Executive,1.0,Average,3.0,Cat_3,D,18-25
462037,Female,Yes,61,No,Engineer,1.0,High,3.0,Cat_4,B,61-65
461726,Female,Yes,53,Yes,Artist,1.0,Average,4.0,Cat_3,C,51-55
463577,Female,Yes,37,Yes,Doctor,1.0,Average,2.0,Cat_6,C,36-40
463038,Male,Yes,63,Yes,Executive,0.0,High,5.0,Cat_6,D,61-65
464753,Female,No,33,No,Marketing,1.0,Low,5.0,Cat_4,D,31-35
464928,Female,Yes,50,Yes,Artist,1.0,Low,3.0,Cat_4,C,46-50
467312,Female,Yes,62,Yes,Artist,1.0,Low,2.0,Cat_6,C,61-65
464887,Male,Yes,49,Yes,Artist,1.0,Average,8.0,Cat_4,C,46-50
460555,Male,Yes,46,Yes,Homemaker,6.0,Average,3.0,Cat_3,C,46-50
461329,Male,Yes,53,Yes,Executive,1.0,High,4.0,Cat_6,C,51-55
459648,Female,Yes,42,Yes,Artist,2.0,High,2.0,Cat_6,C,41-45
460835,Female,Yes,28,Yes,Artist,0.0,Low,1.0,Cat_5,A,26-30
463827,Female,Yes,49,Yes,Engineer,1.0,Average,4.0,Cat_6,B,46-50
460868,Male,Yes,35,Yes,Artist,1.0,Average,2.0,Cat_6,B,31-35
462566,Female,Yes,27,No,Doctor,0.0,Low,3.0,Cat_3,C,26-30
467485,Male,Yes,58,Yes,Lawyer,0.0,High,2.0,Cat_6,B,56-60
467351,Male,Yes,41,No,Artist,8.0,Average,2.0,Cat_6,C,41-45
465864,Male,Yes,32,Yes,Entertainment,9.0,Average,2.0,Cat_6,D,31-35
467232,Male,No,33,No,Entertainment,0.0,Low,2.0,Cat_6,A,31-35
466855,Male,Yes,69,No,Entertainment,0.0,Low,5.0,Cat_3,A,66-70
467238,Female,No,31,No,Doctor,6.0,Low,4.0,Cat_6,D,31-35
467537,Female,Yes,68,No,Lawyer,1.0,High,3.0,Cat_6,D,66-70
463654,Female,No,39,No,Engineer,4.0,Low,3.0,Cat_3,D,36-40
459047,Female,No,21,No,Healthcare,1.0,Low,5.0,Cat_4,D,18-25
462994,Female,Yes,39,No,Artist,1.0,Average,3.0,Cat_6,B,36-40
464363,Female,Yes,41,Yes,Artist,9.0,Low,1.0,Cat_6,C,41-45
462565,Male,Yes,49,Yes,Artist,1.0,Average,4.0,Cat_6,C,46-50
463226,Female,Yes,38,Yes,Executive,0.0,Average,2.0,Cat_6,A,36-40
461232,Female,Yes,36,Yes,Executive,1.0,High,3.0,Cat_3,A,36-40
467671,Female,Yes,52,Yes,Artist,9.0,Low,4.0,Cat_6,C,51-55
460374,Female,No,46,Yes,Artist,6.0,Low,2.0,Cat_6,C,46-50
463077,Male,No,28,No,Doctor,4.0,Low,3.0,Cat_6,C,26-30
462719,Female,Yes,55,Yes,Artist,0.0,High,5.0,Cat_6,B,51-55
459729,Female,No,41,Yes,Healthcare,1.0,Low,1.0,Cat_6,D,41-45
459084,Male,Yes,47,No,Executive,0.0,High,2.0,Cat_7,B,46-50
467924,Male,Yes,52,Yes,Artist,0.0,Low,3.0,Cat_4,A,51-55
465439,Female,Yes,45,Yes,Artist,4.0,High,4.0,Cat_6,C,41-45
462899,Male,No,32,No,Healthcare,1.0,Low,3.0,Cat_6,D,31-35
466712,Male,Yes,78,Yes,Lawyer,1.0,Low,1.0,Cat_6,B,75+
462642,Male,Yes,39,No,Executive,1.0,Average,7.0,Cat_4,D,36-40
460983,Male,Yes,38,No,Doctor,0.0,High,4.0,Cat_6,D,36-40
464008,Female,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_6,C,46-50
461702,Female,Yes,53,Yes,Engineer,8.0,High,4.0,Cat_6,A,51-55
464312,Male,No,43,Yes,Artist,1.0,Low,1.0,Cat_3,A,41-45
462818,Male,Yes,59,Yes,Artist,1.0,Average,3.0,Cat_6,C,56-60
466045,Female,No,38,No,Entertainment,8.0,Low,2.0,Cat_6,B,36-40
461889,Male,Yes,42,Yes,Artist,2.0,Average,2.0,Cat_6,C,41-45
467945,Male,Yes,65,Yes,Artist,0.0,Average,2.0,Cat_6,C,61-65
464322,Male,Yes,79,Yes,Lawyer,0.0,Low,2.0,Cat_6,A,75+
465637,Female,No,41,Yes,Artist,1.0,Low,1.0,Cat_4,D,41-45
462058,Male,Yes,42,Yes,Entertainment,9.0,Low,2.0,Cat_6,A,41-45
459368,Male,Yes,28,No,Executive,1.0,Low,7.0,Cat_4,A,26-30
462500,Male,Yes,49,Yes,Doctor,1.0,Average,2.0,Cat_6,C,46-50
466948,Male,Yes,58,Yes,Artist,1.0,Low,2.0,Cat_7,B,56-60
461606,Male,Yes,69,Yes,Lawyer,0.0,High,3.0,Cat_6,A,66-70
466184,Female,No,35,Yes,Artist,3.0,Low,1.0,Cat_6,C,31-35
466014,Female,Yes,47,No,Engineer,0.0,High,2.0,Cat_4,A,46-50
462890,Female,No,25,Yes,Marketing,12.0,Low,1.0,Cat_6,D,18-25
464909,Female,Yes,38,Yes,Homemaker,0.0,Low,2.0,Cat_4,A,36-40
459554,Female,No,25,No,Engineer,8.0,Low,3.0,Cat_6,D,18-25
462429,Male,Yes,76,No,Lawyer,0.0,Low,1.0,Cat_6,A,75+
463605,Female,No,23,No,Healthcare,0.0,Low,5.0,Cat_5,D,18-25
459531,Male,No,38,Yes,Marketing,3.0,Low,3.0,Cat_6,D,36-40
464608,Female,Yes,49,Yes,Artist,0.0,Average,3.0,Cat_6,C,46-50
459597,Female,Yes,71,Yes,Artist,1.0,High,2.0,Cat_6,C,71-75
464497,Female,No,39,No,Engineer,0.0,Low,3.0,Cat_3,A,36-40
467150,Female,No,41,Yes,Artist,8.0,Low,3.0,Cat_6,A,41-45
464832,Male,Yes,66,No,Lawyer,1.0,Low,3.0,Cat_4,D,66-70
466829,Female,Yes,27,No,Homemaker,10.0,Low,1.0,Cat_6,D,26-30
459508,Female,No,23,No,Healthcare,1.0,Low,3.0,Cat_6,D,18-25
463506,Female,Yes,35,Yes,Artist,2.0,Average,2.0,Cat_6,C,31-35
466475,Female,Yes,33,No,Artist,1.0,Low,2.0,Cat_1,B,31-35
462546,Female,No,21,No,Executive,8.0,Low,3.0,Cat_7,D,18-25
467448,Female,Yes,49,No,Engineer,0.0,Low,1.0,Cat_6,A,46-50
462852,Male,Yes,42,No,Engineer,9.0,Low,3.0,Cat_6,D,41-45
462072,Male,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,A,36-40
463211,Male,Yes,68,Yes,Lawyer,8.0,Low,1.0,Cat_5,A,66-70
464059,Male,Yes,57,Yes,Artist,1.0,Low,1.0,Cat_6,A,56-60
463746,Male,No,38,Yes,Artist,0.0,Low,1.0,Cat_6,A,36-40
465671,Female,Yes,35,No,Engineer,2.0,Average,5.0,Cat_4,D,31-35
461729,Female,Yes,41,Yes,Marketing,0.0,Low,3.0,Cat_6,D,41-45
464849,Male,Yes,40,Yes,Artist,0.0,Average,4.0,Cat_4,C,36-40
461100,Female,No,32,Yes,Healthcare,1.0,Low,3.0,Cat_3,C,31-35
466434,Male,Yes,53,Yes,Artist,0.0,Average,4.0,Cat_6,B,51-55
467305,Female,Yes,38,Yes,Homemaker,8.0,Average,3.0,Cat_6,B,36-40
466270,Female,Yes,68,No,Marketing,0.0,Low,2.0,Cat_6,D,66-70
463479,Male,No,30,No,Executive,1.0,Low,2.0,Cat_6,D,26-30
467471,Male,Yes,52,No,Entertainment,4.0,Average,5.0,Cat_6,C,51-55
459159,Male,Yes,80,Yes,Lawyer,1.0,Low,1.0,Cat_6,A,75+
465980,Female,No,31,Yes,Healthcare,1.0,Low,7.0,Cat_6,A,31-35
467713,Female,Yes,38,No,Executive,1.0,Average,4.0,Cat_4,A,36-40
467528,Male,Yes,87,No,Executive,0.0,High,2.0,Cat_6,C,75+
461278,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,D,18-25
466964,Male,No,45,Yes,Artist,5.0,Low,1.0,Cat_4,C,41-45
460607,Male,Yes,36,Yes,Artist,9.0,Average,4.0,Cat_7,A,36-40
462825,Male,Yes,41,No,Executive,1.0,High,2.0,Cat_4,B,41-45
459899,Female,Yes,48,Yes,Artist,0.0,Low,4.0,Cat_6,C,46-50
460936,Male,Yes,70,Yes,Executive,1.0,High,5.0,Cat_3,B,66-70
458991,Female,Yes,84,Yes,Lawyer,3.0,High,2.0,Cat_6,A,75+
460028,Male,Yes,39,Yes,Healthcare,11.0,Average,2.0,Cat_2,D,36-40
464281,Female,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,A,36-40
463443,Male,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_6,C,46-50
460949,Male,Yes,40,Yes,Doctor,1.0,Low,5.0,Cat_6,A,36-40
466602,Male,Yes,39,Yes,Artist,1.0,Average,2.0,Cat_4,C,36-40
459044,Male,Yes,38,Yes,Artist,4.0,Average,3.0,Cat_6,C,36-40
460786,Male,Yes,71,No,Lawyer,1.0,High,2.0,Cat_6,B,71-75
